,word,image_api,image,audio_api,audio,spelling,translation1,translation2,translation3,translation4,translation5,translation6
1198,guard,http://5.vndic.net/images/dict/g/guard.gif,./Image/guard.png,http://5.vndic.net/mp3.php?id=guard&dir=974&lang=en&,./MP3/guard.mp3,[gɑ:d],"{'type': 'danh từ', 'meanings': [{'meaning': 'trạng thái cảnh giác trước sự tấn công, nguy hiểm hoặc bất ngờ', 'examples': [{'origin': 'a soldier, sentry on guard', 'meaning': 'người lính, người lính gác đang canh gác'}, {'origin': 'to be under close guard', 'meaning': 'được canh gác/canh giữ nghiêm ngặt'}, {'origin': 'policemen keeping guard outside the building', 'meaning': 'cảnh sát đang canh phòngbên ngoài toà nhà'}, {'origin': 'guard duty', 'meaning': 'nhiệm vụ canh gác'}, {'origin': 'guard dog', 'meaning': 'chó giữ nhà'}]}, {'meaning': 'tư thế sẵn sàng tự bảo vệ (trong khi tập quyền Anh, đấu kiếm...)', 'examples': [{'origin': ""to keep up one's guard"", 'meaning': 'thủ thế'}, {'origin': ""to drop one's guard"", 'meaning': 'để hở miếng'}, {'origin': ""to be on one's guard"", 'meaning': 'cảnh giác đề phòng'}, {'origin': ""to be off one's guard"", 'meaning': 'mất cảnh giác; lơ là không đề phòng'}, {'origin': 'to put somebody on his guard', 'meaning': 'đặt ai vào thế cảnh giác'}, {'origin': ""the lawyer's seemingly innocent question caught the witness off his guard"", 'meaning': 'câu hỏi có vẻ vô hại của trạng sư đã làm cho nhân chứng mất cảnh giác'}]}, {'meaning': 'người canh gác', 'examples': [{'origin': 'the prisoner slipped past the guards on the gate and escaped', 'meaning': 'người ta lách qua lính gác ở cổng và tẩu thoát'}, {'origin': 'security guard', 'meaning': 'nhân viên bảo vệ'}, {'origin': 'border guards', 'meaning': 'lính biên phòng'}]}, {'meaning': 'người giữ tù trong nhà lao (cũng) warder', 'examples': []}, {'meaning': '(the guard) tốp lính bảo vệ các toà nhà', 'examples': [{'origin': 'the changing of the guard', 'meaning': 'sự đổi gác (thay tốp lính canh này bằng tốp lính canh khác)'}, {'origin': 'to double the guard in an emergency', 'meaning': 'tăng gấp đôi sỉ số đội bảo vệ (trong trường hợp khẩn cấp)'}, {'origin': 'On his arrival, the President inspected the guard of honour', 'meaning': 'Khi đến nơi, Tổng thống đã duyệt đội quân danh dự'}, {'origin': 'to stand guard; to mount guard', 'meaning': 'đứng gác; làm nhiệm vụ canh gác'}, {'origin': 'four soldiers stood guard over the coffin', 'meaning': 'bốn người lính đứng túc trực bên chiếc quan tài'}]}, {'meaning': '(the Guards) binh đoàn mà nhiệm vụ cơ bản là bảo vệ quốc chủ', 'examples': [{'origin': 'the Royal Horse Guards', 'meaning': 'Binh đoàn kỵ binh cận vệ hoàng gia'}, {'origin': 'a Guards officer', 'meaning': 'sĩ quan Đội cận vệ'}]}, {'meaning': 'người phụ trách đoàn tàu hoả; trưởng tàu', 'examples': []}, {'meaning': '(trong danh từ ghép) (bộ phận của một) dụng cụ hoặc máy móc được thiết kế để ngăn cho khỏi bị thương hoặc mất mát', 'examples': [{'origin': 'ensure the guard is in place before operating the machine', 'meaning': 'hãy bảo đảm có lắp cái chắn bảo vệ trước khi vận hành máy'}, {'origin': 'fire-guard', 'meaning': 'khung chắn lò sưởi'}, {'origin': 'mudguard', 'meaning': 'cái chắn bùn'}]}, {'meaning': '(ngành đường sắt) trưởng tàu', 'examples': []}]}","{'type': 'động từ', 'meanings': [{'meaning': 'giữ gìn cho khỏi bị nguy hiểm; canh gác', 'examples': [{'origin': 'to guard a camp', 'meaning': 'bảo vệ doanh trại'}, {'origin': 'a dragon guarded the treasure', 'meaning': 'con rồng canh giữ kho tàng'}, {'origin': ""to guard one's reputation"", 'meaning': 'bảo vệ thanh danh của mình'}]}, {'meaning': 'coi chừng cho họ khỏi trốn đi; canh giữ', 'examples': [{'origin': 'to guard prisoners', 'meaning': 'canh giữ tù nhân'}]}, {'meaning': '(to guard against something) ngăn ngừa cái gì một cách cẩn thận', 'examples': [{'origin': 'to guard against disease', 'meaning': 'đề phòng bệnh tật'}]}]}",,,,
1199,guess,http://5.vndic.net/images/dict/g/guess.gif,./Image/guess.png,http://5.vndic.net/mp3.php?id=guess&dir=306&lang=en&,./MP3/guess.mp3,[ges],"{'type': 'danh từ', 'meanings': [{'meaning': 'sự đoán, sự ước chừng', 'examples': [{'origin': 'to make a guess', 'meaning': 'đoán'}, {'origin': ""it's anybody's guess"", 'meaning': 'chỉ là sự phỏng đoán của mỗi người'}, {'origin': 'at a guess; by guess', 'meaning': 'đoán chừng hú hoạ'}, {'origin': 'an educated guess', 'meaning': 'sự dự đoán theo kinh nghiệm'}]}]}","{'type': 'động từ', 'meanings': [{'meaning': 'đoán, phỏng đoán, ước chừng', 'examples': [{'origin': 'can you guess my weight (how much I weigh, what my weight is)?', 'meaning': 'anh có đoán được tôi cân nặng bao nhiêu không?'}, {'origin': 'to guess right (wrong)', 'meaning': 'đoán đúng (sai)'}]}, {'meaning': '(từ Mỹ,nghĩa Mỹ), (thông tục) nghĩ, chắc rằng', 'examples': [{'origin': ""I guess it's going to rain"", 'meaning': 'tôi chắc rằng trời sắp mưa'}]}]}",,,,
1200,guest,http://5.vndic.net/images/dict/g/guest.gif,./Image/guest.png,http://5.vndic.net/mp3.php?id=guest&dir=249&lang=en&,./MP3/guest.mp3,[gest],"{'type': 'danh từ', 'meanings': [{'meaning': 'khách, khách mời', 'examples': [{'origin': 'a guest speaker', 'meaning': 'người được mời đến để diễn thuyết'}, {'origin': 'these experts are the guests of the Vietnamese Red Cross', 'meaning': 'các chuyên gia này là khách mời của Hội Chữ thập đỏ Việt Nam'}]}, {'meaning': 'khách trọ (ở khách sạn)', 'examples': [{'origin': 'a paying guest', 'meaning': 'khách trọ ăn cơm tháng'}]}, {'meaning': 'vật ký sinh; trùng ký sinh; cây ký sinh', 'examples': []}]}",,,,,
1201,guide,http://5.vndic.net/images/dict/g/guide.gif,./Image/guide.png,http://5.vndic.net/mp3.php?id=guide&dir=599&lang=en&,./MP3/guide.mp3,[gaid],"{'type': 'danh từ', 'meanings': [{'meaning': 'người chỉ dẫn; người chỉ đường, người hướng dẫn (cho khách du lịch)', 'examples': []}, {'meaning': 'bài học, điều chỉ dẫn, điều tốt, điều hay (cần noi theo)', 'examples': []}, {'meaning': 'như guide-book', 'examples': [{'origin': 'a guide to Vietnam', 'meaning': 'sách chỉ dẫn đi thăm Việt Nam'}, {'origin': 'a guide to poultry keeping', 'meaning': 'sách chỉ dẫn cách nuôi gà vịt'}]}, {'meaning': 'cọc hướng dẫn; biển chỉ đường', 'examples': []}, {'meaning': '(kỹ thuật) thiết bị dẫn đường, thanh dẫn', 'examples': []}, {'meaning': '(quân sự) quân thám báo', 'examples': []}, {'meaning': '(hàng hải) tàu hướng dẫn (cho cả đội tàu)', 'examples': []}]}","{'type': 'ngoại động từ', 'meanings': [{'meaning': 'dẫn đường, chỉ đường, dắt, dẫn, hướng dẫn; chỉ đạo', 'examples': [{'origin': 'to guide somebody to a place', 'meaning': 'dẫn ai tới nơi nào'}, {'origin': 'to guide somebody in (out of)', 'meaning': 'đưa ai vào (ra khỏi) nơi nào'}]}]}",,,,
1202,guideline,,,http://5.vndic.net/mp3.php?id=guideline&dir=312&lang=en&,./MP3/guideline.mp3,['gaidlain],"{'type': 'danh từ', 'meanings': [{'meaning': 'nguyên tắc chỉ đạo, đường lối chỉ đạo (để vạch ra chính sách...)', 'examples': []}]}",,,,,
1203,guilty,http://5.vndic.net/images/dict/g/guilty.gif,./Image/guilty.png,http://5.vndic.net/mp3.php?id=guilty&dir=636&lang=en&,./MP3/guilty.mp3,['gilti],"{'type': 'tính từ', 'meanings': [{'meaning': 'đã làm điều sai trái, đáng khiển trách', 'examples': [{'origin': 'to plead guilty (to a crime)', 'meaning': 'nhận là mình đã phạm tội; nhận tội'}, {'origin': 'a guilty person', 'meaning': 'một người phạm tội'}, {'origin': 'the guilty party', 'meaning': 'bên phạm tội'}, {'origin': 'a guilty act', 'meaning': 'hành vi tội lỗi'}, {'origin': 'a guilty conscience', 'meaning': 'lương tâm bị dằn vặt vì mặc cảm tội lỗi'}, {'origin': 'to look guilty', 'meaning': 'trông có vẻ như có lỗi'}, {'origin': 'I feel guilty about visiting her so rarely', 'meaning': 'tôi cảm thấy có lỗi vì đến thăm cô ấy quá ít'}, {'origin': ""the verdict of the jury was 'not guilty'"", 'meaning': ""phán quyết của hội đồng xét xử là 'không có tội'""}, {'origin': 'to be found guilty of negligence', 'meaning': 'bị phát hiện là phạm tội cẩu thả'}, {'origin': 'to declare somebody not guilty', 'meaning': 'tuyên bố ai vô tội'}]}]}",,,,,
1204,gun,http://5.vndic.net/images/dict/g/gun.gif,./Image/gun.png,http://5.vndic.net/mp3.php?id=gun&dir=948&lang=en&,./MP3/gun.mp3,[gʌn],"{'type': 'danh từ', 'meanings': [{'meaning': 'súng', 'examples': [{'origin': 'a sporting gun', 'meaning': 'súng săn'}]}, {'meaning': 'phát đại bác', 'examples': [{'origin': 'a salute of twenty-one guns', 'meaning': 'hai mươi mốt phát đại bác chào mừng'}]}, {'meaning': '(từ lóng) súng lục', 'examples': []}, {'meaning': 'người chơi súng thể thao, người chơi súng săn; người đi săn', 'examples': []}, {'meaning': '(thể dục,thể thao) súng lệnh', 'examples': []}, {'meaning': '(kỹ thuật) bình sơn xì', 'examples': []}, {'meaning': 'ống bơm thuốc trừ sâu', 'examples': []}, {'meaning': '(từ lóng) kẻ cắp, kẻ trộm', 'examples': []}]}",,,,,
1205,guy,,,http://5.vndic.net/mp3.php?id=guy&dir=787&lang=en&,./MP3/guy.mp3,[gai],"{'type': 'danh từ', 'meanings': [{'meaning': 'bù nhìn; ngáo ộp', 'examples': []}, {'meaning': 'người ăn mặc kỳ quái', 'examples': []}, {'meaning': '(từ Mỹ,nghĩa Mỹ), (từ lóng) anh chàng, gã', 'examples': [{'origin': ""who's that guy?"", 'meaning': 'anh chàng ấy là ai thế?'}]}, {'meaning': '(từ lóng) sự chuồn', 'examples': [{'origin': 'to do a guy', 'meaning': 'đánh bài chuồn'}]}, {'meaning': '(từ Mỹ,nghĩa Mỹ) lời nói đùa, lời pha trò; lời nói giễu', 'examples': []}]}","{'type': 'ngoại động từ', 'meanings': [{'meaning': 'bêu hình nộm (của ai)', 'examples': []}, {'meaning': 'chế giễu (ai)', 'examples': []}]}","{'type': 'nội động từ', 'meanings': [{'meaning': '(từ lóng) chuồn', 'examples': []}]}",,,
1206,habit,http://5.vndic.net/images/dict/h/habit.gif,./Image/habit.png,http://5.vndic.net/mp3.php?id=habit&dir=754&lang=en&,./MP3/habit.mp3,['hæbit],"{'type': 'danh từ', 'meanings': [{'meaning': 'thói quen, tập quán', 'examples': [{'origin': 'to be in the habit of...', 'meaning': 'có thói quen...'}, {'origin': 'to fall into a habit', 'meaning': 'nhiễm một thói quen'}, {'origin': 'to break someone/ oneself off a habit', 'meaning': 'làm cho ai/ mình bỏ được thói quen'}, {'origin': 'a creature of habit', 'meaning': 'người có khuynh hướng để cho thói quen chi phối bản thân mình'}, {'origin': 'to kick a habit', 'meaning': 'vứt bỏ thói nghiện ngập'}, {'origin': 'to make a habit of doing sth', 'meaning': 'có thói quen làm điều gì'}]}, {'meaning': 'thể chất, tạng người; vóc người', 'examples': [{'origin': 'a man of corpulent habit', 'meaning': 'người vóc đẫy đà'}]}, {'meaning': 'tính khí, tính tình', 'examples': [{'origin': 'a habit of mind', 'meaning': 'tính tình, tính khí'}]}, {'meaning': '(sinh vật học) cách mọc; cách phát triển', 'examples': []}, {'meaning': 'bộ quần áo đi ngựa (của đàn bà) ((cũng) riding habit)', 'examples': []}, {'meaning': '(từ cổ,nghĩa cổ) áo (chủ yếu là của thầy tu)', 'examples': []}]}","{'type': 'ngoại động từ', 'meanings': [{'meaning': 'mặc quần áo cho', 'examples': []}, {'meaning': '(từ cổ,nghĩa cổ) ở, cư trú tại (một nơi nào)', 'examples': []}]}",,,,
1207,habitat,http://5.vndic.net/images/dict/h/habitat.gif,./Image/habitat.png,http://5.vndic.net/mp3.php?id=habitat&dir=563&lang=en&,./MP3/habitat.mp3,['hæbitæt],"{'type': 'danh từ', 'meanings': [{'meaning': 'môi trường sống, nơi sống (của cây cối động vật)', 'examples': []}, {'meaning': 'nhà, chỗ ở (người)', 'examples': []}]}",,,,,
1208,hair,http://5.vndic.net/images/dict/h/hair.gif,./Image/hair.png,http://5.vndic.net/mp3.php?id=hair&dir=757&lang=en&,./MP3/hair.mp3,[heə],"{'type': 'danh từ', 'meanings': [{'meaning': 'một trong những sợi giống như chỉ nhỏ mọc từ da người và động vật', 'examples': [{'origin': ""there's a hair in my soup"", 'meaning': 'trong bát xúp của tôi có một sợi lông'}, {'origin': 'two blonde hairs on his coat collar', 'meaning': 'hai sợi lông vàng hoe trên cổ áo anh ta'}]}, {'meaning': 'tóc; lông cây; lông lá', 'examples': [{'origin': 'to have long, black hair', 'meaning': 'có mái tóc dài, đen'}, {'origin': 'a cat with a fine coat of hair', 'meaning': 'con mèo có bộ lông đẹp'}, {'origin': ""to do one's hair"", 'meaning': 'vấn tóc, làm đầu'}, {'origin': ""to have (get) one's hair cut"", 'meaning': '(đi) cắt tóc'}, {'origin': ""to part one's hair"", 'meaning': 'rẽ đường ngôi'}, {'origin': ""to let down one's hair"", 'meaning': 'bỏ xoã tóc (đàn bà)'}]}]}",,,,,
1209,half,http://5.vndic.net/images/dict/h/half.gif,./Image/half.png,http://5.vndic.net/mp3.php?id=half&dir=753&lang=en&,./MP3/half.mp3,[hɑ:f],"{'type': 'danh từ, số nhiều halves', 'meanings': [{'meaning': 'phân nửa, một nửa', 'examples': [{'origin': ""I broke the chocolate into halves - here's your half"", 'meaning': 'tôi bẻ thanh sôcôla này làm hai nửa - đây là nửa của anh'}, {'origin': 'two halves make a whole', 'meaning': 'hai nửa hợp thành một cái nguyên'}, {'origin': 'the second half of the book is more exciting than the first', 'meaning': 'nửa cuối của cuốn sách hấp dẫn hơn nửa đầu'}, {'origin': 'two and a half ounces, hours, miles', 'meaning': 'hai aoxơ rưỡi, hai giờ rưỡi, hai dặm rưỡi'}]}, {'meaning': 'một trong hai phần thời gian bằng nhau của một trận đấu thể thao, buổi hoà nhạc...', 'examples': [{'origin': 'no goals were scored in the first half', 'meaning': 'không bên nào ghi được bàn thắng trong hiệp một'}]}, {'meaning': 'vé nửa tiền (nhất là cho trẻ em) trên xe búyt hoặc xe lửa', 'examples': [{'origin': 'two and two halves to the city centre, please', 'meaning': 'cho hai vé và hai vé nửa tiền đi vào trung tâm thành phố'}]}, {'meaning': 'như half-back', 'examples': []}, {'meaning': 'một nửa panh (nhất là bia)', 'examples': [{'origin': 'two halves of bitter, please!', 'meaning': 'cho hai vại (nửa panh) bia!'}]}]}",,,,,
1210,hall,http://5.vndic.net/images/dict/h/hall.gif,./Image/hall.png,http://5.vndic.net/mp3.php?id=hall&dir=722&lang=en&,./MP3/hall.mp3,[hɔ:l],"{'type': 'danh từ', 'meanings': [{'meaning': 'phòng lớn, đại sảnh (trong các lâu đài)', 'examples': []}, {'meaning': 'lâu đài (của địa chủ)', 'examples': []}, {'meaning': 'phòng họp lớn, hội trường (để hội họp, hoà nhạc...)', 'examples': []}, {'meaning': 'toà (thị chính, toà án...), trụ sở lớn (các nghiệp đoàn...)', 'examples': []}, {'meaning': 'phòng ăn lớn (ở các trường học); bữa ăn ở phòng ăn lớn (ở các trường học); bữa ăn ở phòng ăn lớn', 'examples': []}, {'meaning': 'nhà ở (của học sinh và cán bộ trường đại học Anh); phòng lên lớp', 'examples': []}, {'meaning': 'phòng đợi, hành lang ở cửa vào (của một toà nhà lớn)', 'examples': []}]}",,,,,
1211,hand/give somebody something on a plate,,,,,thành ngữ plate,,,,,,
1212,handful,,,http://5.vndic.net/mp3.php?id=handful&dir=117&lang=en&,./MP3/handful.mp3,['hændful],"{'type': 'danh từ', 'meanings': [{'meaning': '(một) nhúm, (một) nắm; (một) ít (người...)', 'examples': [{'origin': 'a handful of paper', 'meaning': 'một nắm giấy'}, {'origin': 'a handful of people', 'meaning': 'một ít người'}]}, {'meaning': '(thông tục) người khó chịu, việc khó chịu', 'examples': []}, {'meaning': '(See a handful)', 'examples': []}]}",,,,,
1213,handle,http://5.vndic.net/images/dict/h/handle.gif,./Image/handle.png,http://5.vndic.net/mp3.php?id=handle&dir=305&lang=en&,./MP3/handle.mp3,['hændl],"{'type': 'danh từ', 'meanings': [{'meaning': 'cán, tay cầm, móc quai', 'examples': [{'origin': 'to carry a bucket by the handle', 'meaning': 'xách thùng ở quai'}]}, {'meaning': '(nghĩa bóng) điểm người ta có thể lợi dụng được', 'examples': [{'origin': ""to give a handle to one's enemy"", 'meaning': 'làm gì để cho kẻ thù có thể lợi dụng'}]}, {'meaning': 'chức tước, danh hiệu', 'examples': [{'origin': ""to have a handle to one's name"", 'meaning': 'có chức tước'}]}]}",,,,,
